Date,Month,Turbidity (NTU),Diarrhea Cases,Risk Level,Temperature (°C),Rainfall (mm)
2022-04-10,4,0.7,2,Low,30.5,5.1
2023-11-06,11,49.5,17,High,30.5,5.1
2022-10-26,10,18.9,8,Medium,30.5,5.1
2023-12-11,12,2.0,0,Low,30.5,5.1
2021-09-28,9,57.0,22,High,30.5,35.8
2023-11-14,11,16.2,7,Medium,30.5,5.1
2020-08-28,8,53.2,19,High,30.5,35.8
2023-08-01,8,18.6,9,Medium,30.5,35.8
2021-08-27,8,107.6,59,High,30.5,35.8
2022-01-22,1,7.7,3,Low,30.5,5.1
2023-06-12,6,97.1,57,High,30.5,35.8
2021-03-28,3,22.1,7,Medium,30.5,5.1
2021-03-24,3,8.1,1,Low,30.5,5.1
2020-09-30,9,56.1,18,High,30.5,35.8
2022-09-06,9,58.5,30,High,30.5,35.8
2020-11-09,11,27.6,8,Medium,30.5,5.1
2022-07-20,7,3.4,4,Low,30.5,35.8
2023-05-25,5,14.8,4,Low,30.5,5.1
2022-02-04,2,6.7,3,Low,30.5,5.1
2022-05-01,5,13.9,3,Low,30.5,5.1
2023-12-08,12,2.1,1,Low,30.5,5.1
2023-01-29,1,5.5,0,Low,30.5,5.1
2022-08-22,8,65.0,32,High,30.5,35.8
2023-01-05,1,7.2,2,Low,30.5,5.1
2023-09-22,9,280.8,165,High,30.5,35.8
2021-03-23,3,18.5,8,Medium,30.5,5.1
2021-05-21,5,2.6,0,Low,30.5,5.1
2023-10-25,10,30.1,10,High,30.5,5.1
2023-05-05,5,34.4,10,High,30.5,5.1
2020-06-16,6,18.0,8,Medium,30.5,35.8
2022-12-12,12,6.9,4,Low,30.5,5.1
2022-07-03,7,91.0,36,High,30.5,35.8
2022-12-17,12,6.2,6,Low,30.5,5.1
2023-12-12,12,7.7,3,Low,30.5,5.1
2022-01-10,1,11.1,5,Low,30.5,5.1
2020-06-08,6,62.6,30,High,30.5,35.8
2023-03-01,3,13.5,7,Low,30.5,5.1
2020-08-17,8,46.7,25,High,30.5,35.8
2020-05-06,5,50.5,15,High,30.5,5.1
2023-01-26,1,14.2,5,Low,30.5,5.1
2022-11-01,11,48.8,19,High,30.5,5.1
2021-02-18,2,9.1,4,Low,30.5,5.1
2023-03-18,3,3.1,0,Low,30.5,5.1
2023-01-04,1,12.4,9,Medium,30.5,5.1
2020-11-02,11,21.1,9,Medium,30.5,5.1
2020-12-02,12,15.4,4,Low,30.5,5.1
2021-11-02,11,10.3,1,Low,30.5,5.1
2022-12-01,12,9.1,0,Low,30.5,5.1
2022-06-23,6,19.1,10,Medium,30.5,35.8
2020-08-26,8,27.5,7,Medium,30.5,35.8
2023-10-25,10,17.1,5,Medium,30.5,5.1
2021-02-24,2,31.3,8,High,30.5,5.1
2023-04-09,4,18.4,4,Low,30.5,5.1
2022-09-28,9,3.7,0,Low,30.5,35.8
2020-07-05,7,42.1,25,High,30.5,35.8
2022-11-11,11,18.8,7,Medium,30.5,5.1
2022-07-01,7,106.8,53,High,30.5,35.8
2020-04-23,4,19.6,7,Medium,30.5,5.1
2022-07-17,7,46.0,22,High,30.5,35.8
2020-09-27,9,46.0,25,High,30.5,35.8
2022-11-17,11,10.4,2,Low,30.5,5.1
2022-04-30,4,11.4,3,Low,30.5,5.1
2022-07-24,7,117.8,72,High,30.5,35.8
2023-02-28,2,9.0,4,Low,30.5,5.1
2020-04-28,4,17.8,2,Low,30.5,5.1
2023-02-18,2,12.0,4,Low,30.5,5.1
2022-08-04,8,58.6,30,High,30.5,35.8
2023-10-09,10,40.1,14,High,30.5,5.1
2021-09-23,9,77.0,29,High,30.5,35.8
2020-02-14,2,3.0,2,Low,30.5,5.1
2022-03-21,3,1.3,1,Low,30.5,5.1
2021-06-05,6,38.6,15,High,30.5,35.8
2020-01-07,1,6.0,4,Low,30.5,5.1
2021-03-22,3,16.9,2,Low,30.5,5.1
2023-03-30,3,22.0,6,Medium,30.5,5.1
2020-05-29,5,18.9,8,Medium,30.5,5.1
2020-04-02,4,10.7,2,Low,30.5,5.1
2022-05-17,5,13.4,1,Low,30.5,5.1
2021-12-06,12,0.5,0,Low,30.5,5.1
2023-12-05,12,8.3,4,Low,30.5,5.1
2020-05-10,5,13.5,7,Low,30.5,5.1
2023-01-13,1,9.9,3,Low,30.5,5.1
2020-05-03,5,9.8,1,Low,30.5,5.1
2020-05-21,5,7.1,0,Low,30.5,5.1
2022-08-24,8,85.5,41,High,30.5,35.8
2020-03-05,3,9.1,2,Low,30.5,5.1
2021-08-10,8,102.6,57,High,30.5,35.8
2022-04-17,4,16.9,4,Low,30.5,5.1
2021-01-03,1,3.4,1,Low,30.5,5.1
2020-10-04,10,10.1,3,Low,30.5,5.1
2023-08-06,8,89.9,48,High,30.5,35.8
2023-08-15,8,113.7,44,High,30.5,35.8
2022-05-10,5,11.7,5,Low,30.5,5.1
2022-02-05,2,8.7,4,Low,30.5,5.1
2022-02-22,2,3.5,0,Low,30.5,5.1
2022-07-07,7,86.1,47,High,30.5,35.8
2022-02-12,2,5.5,8,Medium,30.5,5.1
2022-02-08,2,10.0,4,Low,30.5,5.1
2020-06-13,6,82.0,40,High,30.5,35.8
2023-10-30,10,10.8,3,Low,30.5,5.1
2023-09-17,9,52.0,26,High,30.5,35.8
2023-01-09,1,4.8,4,Low,30.5,5.1
2020-09-29,9,32.6,16,High,30.5,35.8
2023-08-31,8,24.8,12,Medium,30.5,35.8
2021-12-13,12,5.5,2,Low,30.5,5.1
2020-08-30,8,67.8,26,High,30.5,35.8
2020-12-31,12,3.4,3,Low,30.5,5.1
2023-01-05,1,10.0,2,Low,30.5,5.1
2022-03-15,3,19.2,11,Medium,30.5,5.1
2022-12-19,12,2.1,2,Low,30.5,5.1
2020-09-17,9,117.2,68,High,30.5,35.8
2021-04-01,4,6.3,5,Low,30.5,5.1
2020-01-08,1,3.7,4,Low,30.5,5.1
2020-02-16,2,11.3,1,Low,30.5,5.1
2021-09-03,9,49.3,26,High,30.5,35.8
2022-08-06,8,40.5,21,High,30.5,35.8
2023-10-11,10,15.3,2,Low,30.5,5.1
2023-01-20,1,6.2,28,High,30.5,5.1
2022-05-18,5,19.2,3,Low,30.5,5.1
2022-12-25,12,0.5,4,Low,30.5,5.1
2022-02-15,2,14.5,6,Low,30.5,5.1
2021-04-15,4,7.1,3,Low,30.5,5.1
2021-05-21,5,8.0,0,Low,30.5,5.1
2022-08-01,8,82.4,35,High,30.5,35.8
2021-12-09,12,9.3,1,Low,30.5,5.1
2020-11-13,11,30.9,12,High,30.5,5.1
2021-07-18,7,46.0,21,High,30.5,35.8
2021-01-21,1,3.7,0,Low,30.5,5.1
2020-08-19,8,66.4,42,High,30.5,35.8
2020-03-06,3,3.2,5,Low,30.5,5.1
2023-09-14,9,75.9,33,High,30.5,35.8
2022-05-08,5,12.8,3,Low,30.5,5.1
2023-06-13,6,69.0,38,High,30.5,35.8
2020-02-02,2,9.1,4,Low,30.5,5.1
2021-05-07,5,10.6,4,Low,30.5,5.1
2021-02-26,2,2.9,6,Low,30.5,5.1
2020-05-17,5,18.1,8,Medium,30.5,5.1
2020-07-25,7,63.6,35,High,30.5,35.8
2023-05-01,5,13.5,6,Low,30.5,5.1
2020-03-09,3,9.6,3,Low,30.5,5.1
2022-07-03,7,36.7,19,High,30.5,35.8
2023-05-09,5,0.5,2,Low,30.5,5.1
2023-10-08,10,26.0,7,Medium,30.5,5.1
2023-12-11,12,6.1,3,Low,30.5,5.1
2020-04-09,4,18.1,6,Medium,30.5,5.1
2021-05-16,5,11.1,33,High,30.5,5.1
2020-03-31,3,11.3,5,Low,30.5,5.1
2022-04-03,4,10.3,5,Low,30.5,5.1
2022-06-17,6,117.7,41,High,30.5,35.8
2021-04-24,4,6.2,1,Low,30.5,5.1
2023-01-10,1,7.2,0,Low,30.5,5.1
2021-03-20,3,18.2,6,Medium,30.5,5.1
2020-04-25,4,14.1,5,Low,30.5,5.1
2020-10-13,10,26.5,11,Medium,30.5,5.1
2022-10-28,10,28.4,11,Medium,30.5,5.1
2021-08-15,8,79.7,39,High,30.5,35.8
2021-04-24,4,26.5,5,Medium,30.5,5.1
2023-03-25,3,25.8,11,Medium,30.5,5.1
2021-10-15,10,3.7,0,Low,30.5,5.1
2023-03-28,3,13.2,4,Low,30.5,5.1
2023-05-09,5,7.6,2,Low,30.5,5.1
2023-10-09,10,30.0,36,High,30.5,5.1
2021-10-18,10,67.3,26,High,30.5,5.1
2021-04-30,4,13.9,6,Low,30.5,5.1
2021-09-10,9,71.1,46,High,30.5,35.8
2020-10-20,10,16.5,3,Low,30.5,5.1
2023-09-14,9,12.3,3,Low,30.5,35.8
2022-12-03,12,3.9,2,Low,30.5,5.1
2021-03-28,3,9.1,2,Low,30.5,5.1
2022-04-26,4,7.2,2,Low,30.5,5.1
2021-09-07,9,63.0,37,High,30.5,35.8
2021-07-17,7,46.5,16,High,30.5,35.8
2020-05-04,5,19.7,7,Medium,30.5,5.1
2023-02-14,2,9.5,2,Low,30.5,5.1
2023-04-26,4,11.2,7,Low,30.5,5.1
2020-12-24,12,6.2,7,Low,30.5,5.1
2023-07-06,7,43.0,16,High,30.5,35.8
2023-10-22,10,14.9,11,Medium,30.5,5.1
2022-05-24,5,6.9,4,Low,30.5,5.1
2023-02-12,2,11.4,4,Low,30.5,5.1
2022-10-12,10,98.0,35,High,30.5,5.1
2020-04-06,4,12.5,6,Low,30.5,5.1
2021-12-06,12,2.9,1,Low,30.5,5.1
2023-08-10,8,60.5,24,High,30.5,35.8
2023-10-06,10,28.5,15,High,30.5,5.1
2022-02-19,2,6.1,3,Low,30.5,5.1
2022-12-10,12,3.6,3,Low,30.5,5.1
2021-10-14,10,10.8,2,Low,30.5,5.1
2023-11-27,11,16.8,9,Medium,30.5,5.1
2022-05-02,5,15.8,2,Low,30.5,5.1
2022-04-16,4,5.1,3,Low,30.5,5.1
2020-11-01,11,8.7,4,Low,30.5,5.1
2021-09-06,9,201.5,91,High,30.5,35.8
2022-02-09,2,7.8,2,Low,30.5,5.1
2021-01-11,1,7.0,0,Low,30.5,5.1
2023-01-06,1,1.2,0,Low,30.5,5.1
2022-08-27,8,68.6,25,High,30.5,35.8
2021-05-08,5,15.2,6,Medium,30.5,5.1
2021-04-06,4,8.3,0,Low,30.5,5.1
2021-09-07,9,0.5,0,Low,30.5,35.8
2023-12-20,12,11.0,5,Low,30.5,5.1
2020-10-22,10,22.3,8,Medium,30.5,5.1
2022-08-06,8,56.5,25,High,30.5,35.8
2020-04-28,4,13.5,3,Low,30.5,5.1
2023-02-25,2,0.7,1,Low,30.5,5.1
2022-04-25,4,15.8,1,Low,30.5,5.1
2022-05-03,5,15.2,1,Low,30.5,5.1
2023-02-15,2,9.2,5,Low,30.5,5.1
2022-12-21,12,8.7,0,Low,30.5,5.1
2020-10-01,10,13.0,9,Medium,30.5,5.1
2022-03-06,3,9.8,2,Low,30.5,5.1
2021-05-12,5,13.3,4,Low,30.5,5.1
2021-06-06,6,23.4,8,Medium,30.5,35.8
2021-02-20,2,3.6,1,Low,30.5,5.1
2021-11-07,11,13.7,5,Low,30.5,5.1
2023-08-17,8,18.6,8,Medium,30.5,35.8
2020-06-10,6,80.4,44,High,30.5,35.8
2022-07-10,7,82.0,45,High,30.5,35.8
2022-01-29,1,5.1,0,Low,30.5,5.1
2020-07-08,7,55.3,27,High,30.5,35.8
2023-01-01,1,8.5,4,Low,30.5,5.1
2021-01-25,1,5.9,2,Low,30.5,5.1
2020-04-15,4,12.0,1,Low,30.5,5.1
2021-07-03,7,43.1,20,High,30.5,35.8
2022-02-11,2,6.2,6,Low,30.5,5.1
2023-10-11,10,22.4,8,Medium,30.5,5.1
2023-05-23,5,4.7,1,Low,30.5,5.1
2023-05-19,5,12.0,2,Low,30.5,5.1
2020-03-21,3,18.3,7,Medium,30.5,5.1
2020-05-29,5,8.6,0,Low,30.5,5.1
2021-01-20,1,1.6,0,Low,30.5,5.1
2023-04-18,4,4.9,7,Low,30.5,5.1
2023-10-07,10,42.6,18,High,30.5,5.1
2023-02-18,2,7.5,7,Low,30.5,5.1
2021-03-20,3,7.6,0,Low,30.5,5.1
2022-09-08,9,73.4,33,High,30.5,35.8
2021-03-03,3,10.1,1,Low,30.5,5.1
2021-11-12,11,24.9,13,Medium,30.5,5.1
2021-09-12,9,50.9,37,High,30.5,35.8
2020-02-01,2,3.0,2,Low,30.5,5.1
2021-03-09,3,21.8,6,Medium,30.5,5.1
2021-01-24,1,8.9,4,Low,30.5,5.1
2020-08-28,8,62.4,39,High,30.5,35.8
2022-09-07,9,57.9,37,High,30.5,35.8
2021-05-11,5,14.5,6,Low,30.5,5.1
2023-11-25,11,6.5,0,Low,30.5,5.1
2023-05-22,5,22.3,7,Medium,30.5,5.1
2023-12-12,12,17.5,4,Low,30.5,5.1
2021-02-22,2,5.3,1,Low,30.5,5.1
2022-03-23,3,0.5,0,Low,30.5,5.1
2021-05-05,5,15.3,4,Low,30.5,5.1
2023-02-04,2,0.5,0,Low,30.5,5.1
2021-10-20,10,12.3,0,Low,30.5,5.1
2021-08-02,8,234.3,94,High,30.5,35.8
2022-02-18,2,19.1,2,Low,30.5,5.1
2022-08-12,8,93.3,39,High,30.5,35.8
2022-12-28,12,5.3,4,Low,30.5,5.1
2023-08-21,8,46.4,24,High,30.5,35.8
2022-01-05,1,4.8,0,Low,30.5,5.1
2021-09-23,9,34.5,45,High,30.5,35.8
2021-06-19,6,47.5,24,High,30.5,35.8
2022-01-06,1,2.1,0,Low,30.5,5.1
2022-11-16,11,17.2,3,Low,30.5,5.1
2022-10-15,10,20.5,14,Medium,30.5,5.1
2022-08-12,8,93.9,46,High,30.5,35.8
2020-07-20,7,86.0,42,High,30.5,35.8
2022-08-19,8,55.3,26,High,30.5,35.8
2021-10-17,10,11.2,2,Low,30.5,5.1
2021-02-20,2,8.1,1,Low,30.5,5.1
2022-01-29,1,7.3,4,Low,30.5,5.1
2021-10-02,10,10.1,5,Low,30.5,5.1
2022-04-27,4,10.0,1,Low,30.5,5.1
2020-04-03,4,10.7,8,Medium,30.5,5.1
2023-02-26,2,17.7,16,High,30.5,5.1
2021-03-29,3,10.5,8,Medium,30.5,5.1
2020-10-25,10,10.7,4,Low,30.5,5.1
2020-02-03,2,7.0,2,Low,30.5,5.1
2021-06-18,6,66.0,36,High,30.5,35.8
2023-02-07,2,6.4,14,Medium,30.5,5.1
2023-04-11,4,17.5,3,Low,30.5,5.1
2023-04-01,4,17.2,5,Medium,30.5,5.1
2022-05-05,5,8.2,4,Low,30.5,5.1
2021-08-27,8,41.4,20,High,30.5,35.8
2020-11-08,11,15.0,4,Low,30.5,5.1
2021-02-05,2,7.0,4,Low,30.5,5.1
2021-11-06,11,18.7,9,Medium,30.5,5.1
2021-04-16,4,14.3,2,Low,30.5,5.1
2022-02-16,2,12.3,4,Low,30.5,5.1
2023-03-12,3,19.8,7,Medium,30.5,5.1
2021-05-18,5,11.5,3,Low,30.5,5.1
2022-10-19,10,21.6,8,Medium,30.5,5.1
2023-02-01,2,4.6,2,Low,30.5,5.1
2023-09-02,9,79.8,39,High,30.5,35.8
2023-11-03,11,34.6,15,High,30.5,5.1
2021-11-22,11,9.2,0,Low,30.5,5.1
2021-06-11,6,35.9,13,High,30.5,35.8
2022-09-27,9,8.8,5,Low,30.5,35.8
2023-08-07,8,25.9,16,High,30.5,35.8
2022-10-01,10,43.7,8,High,30.5,5.1
2022-08-01,8,31.4,19,High,30.5,35.8
2020-12-10,12,9.0,6,Low,30.5,5.1
2021-12-22,12,8.4,1,Low,30.5,5.1
2020-12-12,12,13.3,6,Low,30.5,5.1
2020-10-13,10,7.5,0,Low,30.5,5.1
2023-01-24,1,7.1,4,Low,30.5,5.1
2022-09-27,9,38.3,16,High,30.5,35.8
2021-01-11,1,13.7,7,Low,30.5,5.1
2023-01-15,1,3.0,9,Medium,30.5,5.1
2023-08-07,8,59.4,25,High,30.5,35.8
2020-04-30,4,17.7,3,Low,30.5,5.1
2022-12-09,12,5.8,4,Low,30.5,5.1
2020-03-10,3,11.5,7,Low,30.5,5.1
2020-06-01,6,21.6,17,High,30.5,35.8
2023-09-30,9,60.5,25,High,30.5,35.8
2020-04-09,4,13.5,5,Low,30.5,5.1
2020-01-14,1,1.7,0,Low,30.5,5.1
2022-04-24,4,21.0,9,Medium,30.5,5.1
2020-10-08,10,41.1,16,High,30.5,5.1
2023-07-15,7,27.1,5,Medium,30.5,35.8
2021-04-18,4,9.3,0,Low,30.5,5.1
2020-05-19,5,19.2,11,Medium,30.5,5.1
2023-12-19,12,4.0,2,Low,30.5,5.1
2020-11-05,11,13.5,3,Low,30.5,5.1
2020-01-19,1,0.6,0,Low,30.5,5.1
2021-03-23,3,5.5,4,Low,30.5,5.1
2022-11-01,11,26.7,8,Medium,30.5,5.1
2022-07-22,7,70.3,38,High,30.5,35.8
2022-02-03,2,9.0,1,Low,30.5,5.1
2020-05-03,5,37.9,12,High,30.5,5.1
2023-06-19,6,6.6,5,Low,30.5,35.8
2023-07-30,7,63.7,29,High,30.5,35.8
2023-09-27,9,120.3,65,High,30.5,35.8
2023-06-16,6,52.7,26,High,30.5,35.8
2022-09-16,9,77.2,47,High,30.5,35.8
2023-09-12,9,46.0,27,High,30.5,35.8
2022-09-26,9,72.4,38,High,30.5,35.8
2020-02-02,2,7.8,5,Low,30.5,5.1
2020-01-14,1,4.4,0,Low,30.5,5.1
2022-12-25,12,11.2,1,Low,30.5,5.1
2023-02-03,2,3.4,1,Low,30.5,5.1
2022-04-22,4,6.1,1,Low,30.5,5.1
2020-01-25,1,2.5,0,Low,30.5,5.1
2020-02-04,2,6.3,2,Low,30.5,5.1
2022-12-20,12,4.2,3,Low,30.5,5.1
2021-07-16,7,29.8,14,Medium,30.5,35.8
2023-01-02,1,8.0,5,Low,30.5,5.1
2021-08-10,8,39.3,29,High,30.5,35.8
2020-02-05,2,9.7,1,Low,30.5,5.1
2022-10-25,10,42.5,13,High,30.5,5.1
2023-11-30,11,31.4,11,High,30.5,5.1
2023-10-12,10,3.4,2,Low,30.5,5.1
2022-05-31,5,16.6,7,Medium,30.5,5.1
2021-01-02,1,7.8,2,Low,30.5,5.1
2020-08-07,8,28.5,11,Medium,30.5,35.8
2020-07-16,7,112.5,56,High,30.5,35.8
2022-12-09,12,3.8,3,Low,30.5,5.1
2020-10-31,10,20.3,5,Medium,30.5,5.1
2021-05-08,5,7.9,1,Low,30.5,5.1
2021-01-28,1,11.4,6,Low,30.5,5.1
2023-06-23,6,60.4,22,High,30.5,35.8
2022-12-14,12,2.0,2,Low,30.5,5.1
2021-05-31,5,20.3,3,Medium,30.5,5.1
2021-12-26,12,6.2,0,Low,30.5,5.1
2021-07-01,7,37.6,13,High,30.5,35.8
2022-03-23,3,18.7,5,Medium,30.5,5.1
2020-06-10,6,46.0,15,High,30.5,35.8
2022-02-03,2,13.0,7,Low,30.5,5.1
2022-04-11,4,11.0,2,Low,30.5,5.1
2022-07-29,7,79.1,35,High,30.5,35.8
2023-03-03,3,17.1,4,Low,30.5,5.1
2021-05-13,5,15.8,7,Medium,30.5,5.1
2023-11-28,11,23.2,6,Medium,30.5,5.1
2021-04-07,4,13.8,3,Low,30.5,5.1
2021-09-06,9,33.5,17,High,30.5,35.8
2023-11-01,11,3.4,2,Low,30.5,5.1
2020-06-14,6,40.7,24,High,30.5,35.8
2023-08-31,8,59.3,38,High,30.5,35.8
2023-08-23,8,56.4,23,High,30.5,35.8
2020-03-05,3,20.0,6,Medium,30.5,5.1
2020-07-10,7,40.9,12,High,30.5,35.8
2022-04-10,4,12.1,5,Low,30.5,5.1
2022-02-15,2,11.9,4,Low,30.5,5.1
2022-02-11,2,8.6,0,Low,30.5,5.1
2023-02-05,2,5.4,4,Low,30.5,5.1
2022-09-01,9,75.2,28,High,30.5,35.8
2020-04-24,4,13.8,7,Low,30.5,5.1
2023-07-28,7,65.1,27,High,30.5,35.8
2020-01-20,1,8.9,17,High,30.5,5.1
2023-12-10,12,5.3,5,Low,30.5,5.1
2020-12-16,12,5.0,2,Low,30.5,5.1
2020-06-18,6,132.7,61,High,30.5,35.8
2022-10-20,10,14.3,8,Medium,30.5,5.1
2022-06-07,6,85.8,39,High,30.5,35.8
2023-08-13,8,31.2,17,High,30.5,35.8
2021-11-09,11,45.3,20,High,30.5,5.1
2023-03-04,3,6.7,2,Low,30.5,5.1
2020-07-14,7,51.4,22,High,30.5,35.8
2022-12-17,12,11.2,2,Low,30.5,5.1
2020-03-28,3,12.3,6,Low,30.5,5.1
2021-04-15,4,17.1,3,Low,30.5,5.1
2021-03-08,3,9.7,5,Low,30.5,5.1
2023-11-18,11,19.5,7,Medium,30.5,5.1
2023-03-06,3,8.0,0,Low,30.5,5.1
2022-08-31,8,33.1,14,High,30.5,35.8
2021-07-09,7,66.5,30,High,30.5,35.8
2020-04-05,4,14.2,4,Low,30.5,5.1
2020-06-01,6,29.6,15,High,30.5,35.8
2023-11-02,11,12.7,2,Low,30.5,5.1
2021-07-28,7,68.8,27,High,30.5,35.8
2023-01-17,1,11.7,2,Low,30.5,5.1
2023-02-28,2,8.6,3,Low,30.5,5.1
2023-09-09,9,105.8,42,High,30.5,35.8
2020-03-08,3,14.1,3,Low,30.5,5.1
2021-01-02,1,1.4,1,Low,30.5,5.1
2021-10-06,10,0.5,0,Low,30.5,5.1
2020-02-02,2,4.0,2,Low,30.5,5.1
2021-02-28,2,10.2,2,Low,30.5,5.1
2023-04-17,4,36.5,12,High,30.5,5.1
2020-10-22,10,1.6,5,Low,30.5,5.1
2023-12-30,12,7.9,4,Low,30.5,5.1
2022-03-26,3,22.8,8,Medium,30.5,5.1
2020-06-06,6,54.8,28,High,30.5,35.8
2021-09-04,9,101.8,52,High,30.5,35.8
2020-11-28,11,5.1,0,Low,30.5,5.1
2023-02-28,2,9.2,3,Low,30.5,5.1
2021-05-07,5,15.1,4,Low,30.5,5.1
2023-03-06,3,16.9,5,Medium,30.5,5.1
2022-03-07,3,12.7,4,Low,30.5,5.1
2023-10-18,10,20.6,2,Medium,30.5,5.1
2023-01-12,1,10.0,2,Low,30.5,5.1
2021-11-10,11,29.4,9,Medium,30.5,5.1
2022-02-25,2,2.9,0,Low,30.5,5.1
2020-10-13,10,28.6,11,Medium,30.5,5.1
2023-11-12,11,5.5,0,Low,30.5,5.1
2020-06-09,6,89.0,44,High,30.5,35.8
2022-10-22,10,23.3,9,Medium,30.5,5.1
2021-12-09,12,8.7,0,Low,30.5,5.1
2020-04-19,4,11.9,4,Low,30.5,5.1
2020-07-19,7,84.6,41,High,30.5,35.8
2022-06-14,6,29.9,10,Medium,30.5,35.8
2021-04-20,4,8.9,0,Low,30.5,5.1
2020-06-04,6,83.7,39,High,30.5,35.8
2021-11-28,11,33.4,9,High,30.5,5.1
2023-05-24,5,74.2,21,High,30.5,5.1
2023-06-11,6,49.7,26,High,30.5,35.8
2023-05-04,5,8.7,5,Low,30.5,5.1
2022-03-23,3,8.6,5,Low,30.5,5.1
2021-10-30,10,0.5,0,Low,30.5,5.1
2020-03-01,3,8.1,4,Low,30.5,5.1
2023-07-22,7,45.0,22,High,30.5,35.8
2021-07-13,7,44.4,30,High,30.5,35.8
2022-07-11,7,63.7,25,High,30.5,35.8
2022-10-01,10,8.0,4,Low,30.5,5.1
2021-04-12,4,8.2,0,Low,30.5,5.1
2021-12-29,12,9.1,3,Low,30.5,5.1
2023-02-06,2,8.1,6,Low,30.5,5.1
2022-02-07,2,9.9,6,Low,30.5,5.1
2022-06-03,6,50.8,23,High,30.5,35.8
2021-01-15,1,6.2,3,Low,30.5,5.1
2023-10-24,10,22.8,6,Medium,30.5,5.1
2023-04-14,4,12.8,5,Low,30.5,5.1
2023-09-15,9,78.2,44,High,30.5,35.8
2022-02-17,2,0.9,0,Low,30.5,5.1
2020-06-24,6,61.5,40,High,30.5,35.8
2023-06-20,6,12.7,7,Low,30.5,35.8
2021-08-27,8,63.1,28,High,30.5,35.8
2021-05-19,5,1.2,0,Low,30.5,5.1
2023-12-31,12,8.0,5,Low,30.5,5.1
2020-05-30,5,13.8,3,Low,30.5,5.1
2020-06-17,6,98.3,43,High,30.5,35.8
2021-07-02,7,60.8,34,High,30.5,35.8
2020-11-11,11,15.5,6,Medium,30.5,5.1
2022-02-17,2,7.7,1,Low,30.5,5.1
2023-12-28,12,3.4,6,Low,30.5,5.1
2023-07-22,7,137.1,73,High,30.5,35.8
2020-11-11,11,18.1,8,Medium,30.5,5.1
2022-03-08,3,17.7,3,Low,30.5,5.1
2021-10-10,10,13.7,5,Low,30.5,5.1
2022-01-08,1,10.0,4,Low,30.5,5.1
2020-08-06,8,49.3,27,High,30.5,35.8
2020-07-06,7,46.4,27,High,30.5,35.8
2020-01-11,1,7.9,3,Low,30.5,5.1
2021-09-23,9,76.6,48,High,30.5,35.8
2022-06-29,6,99.0,59,High,30.5,35.8
2022-01-07,1,8.7,3,Low,30.5,5.1
2021-07-06,7,68.2,37,High,30.5,35.8
2020-07-28,7,29.8,13,Medium,30.5,35.8
2020-09-28,9,63.6,27,High,30.5,35.8
2020-06-27,6,52.8,19,High,30.5,35.8
2021-01-18,1,3.0,3,Low,30.5,5.1
2022-06-01,6,91.3,32,High,30.5,35.8
2022-07-08,7,50.4,36,High,30.5,35.8
2023-02-14,2,1.7,2,Low,30.5,5.1
2023-02-10,2,6.2,0,Low,30.5,5.1
2022-11-15,11,30.0,18,High,30.5,5.1
2022-04-15,4,33.7,8,High,30.5,5.1
2020-07-30,7,71.3,33,High,30.5,35.8
2020-02-23,2,4.3,0,Low,30.5,5.1
2020-07-02,7,61.9,21,High,30.5,35.8
2021-12-25,12,5.5,2,Low,30.5,5.1
2023-02-09,2,10.6,3,Low,30.5,5.1
2020-07-09,7,59.5,34,High,30.5,35.8
2023-05-07,5,13.0,1,Low,30.5,5.1
2023-05-09,5,57.8,14,High,30.5,5.1
2021-10-26,10,22.8,7,Medium,30.5,5.1
2022-02-27,2,3.9,25,High,30.5,5.1
2020-01-26,1,9.3,1,Low,30.5,5.1
2021-08-20,8,53.1,26,High,30.5,35.8
2022-04-27,4,25.8,6,Medium,30.5,5.1
2022-03-05,3,25.1,10,Medium,30.5,5.1
2020-06-22,6,75.9,40,High,30.5,35.8
2023-02-19,2,16.1,7,Medium,30.5,5.1
2021-05-12,5,8.8,3,Low,30.5,5.1
2023-03-17,3,15.9,5,Medium,30.5,5.1
2022-12-03,12,4.1,4,Low,30.5,5.1
2020-12-13,12,3.0,0,Low,30.5,5.1
2023-11-04,11,21.0,7,Medium,30.5,5.1
2022-02-18,2,5.7,3,Low,30.5,5.1
2020-12-13,12,7.9,1,Low,30.5,5.1
2020-10-11,10,23.3,6,Medium,30.5,5.1
2021-07-04,7,112.6,56,High,30.5,35.8
2021-09-08,9,104.4,51,High,30.5,35.8
2021-07-03,7,41.0,18,High,30.5,35.8
2022-10-06,10,23.8,7,Medium,30.5,5.1
2020-10-25,10,11.8,0,Low,30.5,5.1
2020-05-09,5,14.0,0,Low,30.5,5.1
2020-12-08,12,5.9,0,Low,30.5,5.1
2022-06-09,6,9.1,4,Low,30.5,35.8
2021-07-19,7,50.5,24,High,30.5,35.8
2022-05-12,5,37.6,11,High,30.5,5.1
2021-09-05,9,97.4,40,High,30.5,35.8
2022-09-18,9,33.7,17,High,30.5,35.8
2020-06-06,6,57.6,22,High,30.5,35.8
2022-01-09,1,6.1,2,Low,30.5,5.1
2021-05-30,5,6.5,0,Low,30.5,5.1
2021-05-20,5,12.8,2,Low,30.5,5.1
2023-07-04,7,112.0,59,High,30.5,35.8
2022-10-12,10,22.3,5,Medium,30.5,5.1
2023-05-01,5,15.0,7,Medium,30.5,5.1
